x,y
0.51877326,0.85491186
0.79068947,-0.61221737
0.9914449,-0.13052623
-0.503774,0.8638355
-0.85035217,0.526214
-0.5555702,0.83146966
-0.99999046,-0.004363372
-0.7040148,-0.7101853
0.70710665,-0.7071069
0.09584576,0.9953962
-0.9975641,0.06975647
-0.27563736,0.9612617
-0.9975641,0.06975647
-1.0,-8.742278e-8
-0.20791192,-0.97814757
0.16074257,0.98699635
-0.90258527,0.43051112
0.49999997,0.86602545
-0.5075384,0.8616291
-0.9550199,0.2965417
-0.96363044,0.26723844
-0.9848077,0.1736483
-0.9896514,0.14349267
0.35020727,-0.9366722
0.14780936,0.9890159
-0.5555702,0.83146966
-0.99785894,0.06540315
-0.17364813,-0.9848078
0.95371693,-0.3007058
-0.9702957,0.24192186
-0.9972502,-0.0741084
-0.9099612,-0.4146933
-0.9025853,-0.43051106
0.8480481,-0.52991927
0.9824504,-0.18652399
-0.39073116,0.92050487
-0.8433914,0.53729963
0.8968728,-0.44228855
-0.9965655,-0.0828083
-0.9896514,-0.14349261
-0.922201,0.386711
-0.9713421,0.23768587
-0.034899462,0.99939084
-0.26303118,0.9647873
-0.26303118,0.9647873
-0.96363044,0.26723844
-0.8503522,-0.52621394
-0.27563736,0.9612617
0.89493436,0.4461978
-0.3296907,0.944089
0.97723114,-0.21217749
-0.99026805,-0.1391731
-0.97992474,-0.19936784
0.030538535,0.9995336
0.4886213,0.872496
-0.9890159,0.14780943
-0.80901694,-0.58778536
-0.35020727,-0.9366722
-0.16934954,0.98555607
-0.9983917,-0.056692794
-0.8890171,-0.45787394
-0.224951,0.97437006
-0.9975641,-0.0697564
-0.034899462,0.99939084
-0.99405634,-0.10886682
-0.9659258,-0.25881907
-0.47715873,0.87881714
-0.9983917,-0.056692794
0.99086595,-0.13485071
-0.074108474,0.9972502
-0.9659258,-0.25881907
-0.8594065,-0.511293
-0.6087614,0.7933533
-0.49242365,0.87035567
-0.5187732,0.8549119
-0.043619424,0.99904823
-0.9975641,0.06975647
-0.5842496,0.811574
-0.9958049,-0.09150166
-0.45009837,0.89297897
-0.6977905,0.71630186
-0.9981348,0.061048582
-0.67236686,0.7402181
-0.9953962,-0.095845774
-0.9624553,-0.27144042
-0.24192187,0.9702957
-0.5771453,-0.8166415
-0.90814316,0.4186598
-0.8987941,-0.43837106
-0.49621662,-0.86819875
-0.3255681,0.9455186
-0.27144054,-0.9624552
0.11320306,-0.9935719
-0.9753423,0.22069752
-0.37055743,-0.9288096
-0.2923719,-0.95630467
-0.26303136,-0.9647873
-0.7575649,-0.65275985
0.87035567,0.49242356
-0.6360783,0.77162457
-0.6327054,0.7743926
0.93513525,-0.35429096
0.7906896,0.6122173
-0.46947157,0.88294756
0.9647873,-0.2630312
0.15643449,0.98768836
-0.5519369,0.83388585
-0.96814764,-0.2503801
0.9063077,-0.42261845
-0.08715577,0.9961947
-0.87881714,0.47715873
0.98555607,-0.16934955
-0.80644464,0.59130955
0.99939084,-0.0348996
0.872496,0.48862126
0.8433914,0.53729963
0.81664157,0.57714516
-0.10452851,0.9945219
-0.83146966,0.5555702
-0.3007058,0.95371693
-0.61566144,0.7880108
-0.9647873,-0.2630312
-0.95501995,-0.29654163
-0.6327054,0.7743926
-0.90069824,0.43444526
-0.95371693,0.30070588
-0.9953962,0.09584583
0.8638355,-0.5037739
0.5112931,0.8594064
-0.50000006,0.8660254
-0.87249607,0.48862115
-0.96814764,-0.2503801
-0.8660254,-0.49999997
0.7853169,-0.619094
0.4617486,0.8870108
-0.7101854,-0.7040147
0.13485095,0.9908659
-0.22069742,0.97534233
