x,y
0.95239574,-0.3048645
-0.60529387,-0.7960021
-0.47715878,-0.8788171
0.45399067,-0.8910064
0.46947166,-0.88294756
-0.785317,-0.61909384
-0.646124,-0.7632324
-0.94408906,0.32969058
-0.9983917,0.056692857
0.021815011,-0.999762
0.5446391,-0.8386705
0.5628051,-0.82658964
-0.5591929,-0.8290376
-0.91176206,0.41071877
-0.9510565,0.30901703
0.46561444,-0.8849877
0.8594065,-0.511293
0.77439266,-0.63270533
-0.056692693,-0.9983917
-0.95105654,-0.30901697
0.039259844,-0.999229
0.63270545,-0.77439255
-0.5771453,-0.8166415
-0.48098856,-0.87672687
-0.51877326,-0.85491186
0.07410832,-0.9972502
-0.10886696,-0.99405634
0.37864858,-0.9255405
-0.7431448,-0.6691306
0.2630314,-0.9647873
0.72236395,-0.69151306
-0.6293203,-0.777146
0.6190938,-0.78531706
0.430511,-0.9025853
-0.6293203,0.77714604
-0.9366722,-0.35020736
-0.8638355,-0.5037739
-0.82903755,-0.55919296
-0.685183,-0.72837096
-0.5699969,-0.82164687
-0.5262139,-0.8503522
-0.9998477,-0.017452395
0.5628051,-0.82658964
-0.87881714,0.47715873
-0.9848077,0.1736483
0.8064447,-0.5913095
