x,y
0.68835455,-0.72537434
-0.90814316,-0.41865975
-0.45399067,-0.89100647
-0.51129305,0.8594064
-0.9170601,0.39874905
-0.999229,-0.039259918
0.80385685,-0.5948228
-0.5664063,0.8241261
-0.9288096,0.37055734
-0.6977904,-0.71630204
-0.98628557,-0.1650477
-0.78801084,-0.6156614
0.7632325,-0.6461239
-0.515038,0.8571673
-0.8141155,0.58070296
0.06540301,-0.99785894
-0.562805,0.8265897
-0.5299194,-0.84804803
-0.11753743,-0.99306846
0.9670459,-0.254602
-0.515038,0.8571673
-0.6087614,0.7933533
-0.9692309,-0.2461534
-0.21217765,-0.9772311
0.3746068,-0.92718375
-0.872496,-0.4886213
-0.99991435,-0.013089608
-0.98768836,-0.15643437
-0.75470954,-0.6560591
0.14780954,-0.9890158
-0.97992474,0.1993679
-0.36650118,0.9304176
-0.47715873,0.87881714
-0.8241261,0.5664063
-0.99991435,-0.013089608
-0.8968727,-0.4422888
-0.7163019,-0.69779044
-0.27144048,0.9624552
-0.75470954,-0.6560591
-0.27144048,0.9624552
-0.8362862,-0.5482932
-0.75470954,-0.6560591
-0.021814987,-0.999762
-0.6755902,0.7372773
-0.7743926,-0.63270533
-0.95881975,-0.28401524
-0.98836154,0.15212339
-0.7632325,-0.64612395
0.9799247,-0.19936804
-0.90814316,-0.41865975
-0.99026805,0.13917318
-0.9999619,-0.008726574
-0.34202006,-0.9396927
-0.8549119,0.5187732
-0.99691737,-0.07845898
-0.8808908,-0.4733196
-0.7743926,-0.63270533
-0.7743926,0.6327054
-0.99691737,-0.07845898
-0.96363044,-0.26723835
-0.6087615,-0.79335326
-0.44619802,-0.89493424
-0.34611717,-0.9381913
0.6360782,-0.7716246
-0.48862115,0.87249607
-0.9624553,-0.27144042
-0.8433914,0.53729963
-0.96363044,-0.26723835
-0.51129305,0.8594064
-0.976296,-0.21643965
-0.2756372,-0.96126175
-0.8503522,-0.52621394
-0.31316367,-0.94969916
0.42656887,-0.90445507
-0.99785894,-0.06540308
-0.8949343,-0.4461979
-0.6190939,0.78531694
-0.8433914,0.53729963
-0.872496,-0.4886213
-0.6156615,-0.7880107
-0.39073122,-0.9205048
-0.503774,0.8638355
0.75183994,-0.6593457
-0.5336146,0.8457278
-0.7518399,0.65934575
-0.9624553,-0.27144042
0.75183994,-0.6593457
-0.99991435,-0.013089608
-0.99691737,-0.07845898
-0.922201,-0.38671094
-0.31316367,-0.94969916
-0.17364813,-0.9848078
0.30070582,0.95371693
-0.9908659,-0.13485096
-0.5948227,0.8038569
-0.93819135,-0.34611705
-0.46174866,0.8870108
-0.7040147,0.71018535
-0.67880076,0.7343225
-0.9908659,-0.13485096
-0.8616292,-0.5075383
-0.77162457,-0.63607824
-0.6755902,0.7372773
-0.82903755,-0.55919296
0.08280799,-0.9965655
0.2630314,-0.9647873
-0.84103906,-0.54097444
-0.23344545,-0.9723699
-0.030538566,-0.9995336
-0.59832466,0.80125374
-0.8767268,0.4809887
-0.5699969,-0.82164687
0.58424973,-0.8115739
-0.92050487,0.39073116
-0.8616292,0.5075384
-0.25881898,-0.9659259
-0.7040147,0.71018535
-0.25037998,-0.96814764
0.92387956,-0.38268343
-0.5877852,0.809017
-0.9135454,-0.40673673
0.25038,-0.96814764
-0.9896514,-0.14349261
-0.4027465,-0.9153116
-0.63943905,0.7688418
-0.8433915,-0.5372996
-0.31730473,-0.9483236
-0.92050487,0.39073116
0.3461172,-0.9381913
-0.55919284,0.8290376
-0.7986355,-0.60181504
0.72236395,-0.69151306
-0.88294756,0.46947157
-0.99904823,0.04361929
-0.99991435,-0.013089608
-0.7101854,-0.7040147
-0.9824504,-0.18652402
-0.95881975,-0.28401524
0.13485089,-0.9908659
0.5699969,-0.82164687
0.7313538,-0.68199825
-0.9523958,-0.3048643
-0.45009843,-0.89297897
-0.43837112,0.89879405
-0.70710677,0.70710677
-0.8808907,0.47331965
-0.3987491,-0.9170601
-0.25037998,-0.96814764
0.79863554,-0.601815
-0.9025853,-0.43051106
-0.63943905,0.7688418
-0.92050487,0.39073116
-0.35836777,-0.9335805
-0.3826834,0.92387956
-0.4107189,0.91176206
