x,y
0.5075384,0.8616291
-0.9896514,0.14349267
-0.113203034,-0.9935719
0.9807853,-0.19509023
0.99306846,-0.117537275
-0.83146966,0.5555702
0.82412606,-0.5664064
-0.9998477,0.017452458
-0.9998477,-0.017452395
-0.9832549,-0.18223552
0.75183994,-0.6593457
0.078459084,0.9969173
-0.99691737,0.07845904
-0.99965733,0.026176952
-0.8141156,-0.5807029
-0.6658816,-0.74605745
0.49242353,-0.8703557
0.82903767,-0.5591927
0.88498753,-0.46561468
-0.2840153,0.95881975
-0.94693017,0.32143945
-0.9988484,0.047978245
0.93819135,-0.34611702
0.13485095,0.9908659
0.92387956,-0.38268343
0.4886213,0.872496
-0.9523958,0.30486435
-0.95881975,0.2840153
-0.9702957,0.24192186
-0.9832549,0.18223558
-0.98836154,0.15212339
-0.41071904,-0.91176194
0.32969043,-0.9440891
0.3583678,-0.93358046
0.81411546,-0.5807031
0.1391731,0.99026805
-0.18223543,-0.9832549
0.9469301,-0.32143956
-0.85035217,0.526214
-0.9753423,0.22069752
-0.9983917,0.056692857
-0.99785894,-0.06540308
-0.9953962,-0.095845774
-0.9153115,-0.4027466
-0.9063078,-0.42261827
-0.8767267,-0.48098886
0.716302,-0.69779044
0.85264015,-0.5224986
0.9848078,-0.17364797
0.9187912,-0.39474398
0.85035235,-0.52621377
0.9006983,-0.43444517
-0.9908659,-0.13485096
0.9807853,-0.19509023
-0.96363044,0.26723844
0.67880064,-0.7343226
-0.043619424,0.99904823
-0.503774,0.8638355
0.9995336,0.030538514
0.9995336,0.030538514
-0.9612617,0.27563736
-0.9908659,0.13485102
-0.8767267,-0.48098886
-0.28819633,0.9575713
0.84103894,-0.5409746
0.88901716,0.4578739
-0.3379167,0.941176
0.9624553,-0.2714404
0.9799247,-0.19936804
-0.9972502,-0.0741084
-0.98836154,-0.15212333
-0.97437006,-0.22495104
0.017452383,0.9998477
0.77439266,-0.63270533
0.48098874,0.87672675
-0.91706014,-0.398749
-0.8012538,-0.5983246
-0.37055743,-0.9288096
0.89493436,-0.44619787
-0.17794353,0.9840407
-0.9807853,0.19509031
0.97814757,-0.20791176
-0.23344539,0.9723699
0.026176995,0.99965733
-0.05233594,0.9986295
-0.99200493,-0.12619905
-0.9396926,-0.34202015
0.77988446,-0.6259235
-0.83146966,0.5555702
0.96004987,-0.2798289
0.992005,-0.1261988
-0.082808256,0.9965655
-0.9908659,-0.13485096
0.8433915,-0.5372996
-0.93667215,0.35020742
0.82903767,-0.5591927
-0.99306846,0.11753736
-0.99306846,-0.1175373
-0.59832454,-0.80125386
0.92554057,-0.3786484
0.9044552,-0.4265687
0.81411546,-0.5807031
0.06975657,-0.997564
0.90814316,-0.41865975
-0.05233594,0.9986295
0.95502,-0.29654136
-0.9999619,-0.008726574
0.8660253,-0.5000002
-0.922201,0.386711
0.77988446,-0.6259235
-0.976296,0.21643972
0.9025852,-0.43051124
0.8829476,-0.46947148
-0.999762,0.021814913
0.854912,-0.51877314
-0.8549119,0.5187732
-0.9781476,0.20791161
0.8910065,-0.45399052
-0.99306846,-0.1175373
-0.941176,-0.33791676
-0.76884186,-0.639439
0.85716724,-0.51503813
-0.25038004,0.96814764
0.892979,-0.45009828
-0.58778507,-0.8090171
0.8314696,-0.5555703
-0.8949344,0.44619775
-0.976296,0.21643972
0.77439266,-0.63270533
-0.3379167,0.941176
-0.79600203,-0.605294
-0.28819627,-0.9575714
0.7460572,-0.6658818
-0.8241261,0.5664063
-0.90630776,0.42261833
-0.9781476,0.20791161
-0.37864855,-0.9255405
-0.3090171,-0.9510565
-0.27144054,-0.9624552
-0.97992474,0.1993679
-0.5913096,-0.80644464
0.9999619,-0.008726311
0.8660254,0.5
-0.64278764,0.76604444
-0.81664157,0.5771452
-0.90258527,0.43051112
-0.7632325,-0.64612395
0.9044552,-0.4265687
-0.8829476,-0.4694715
0.892979,-0.45009828
0.93819135,-0.34611702
0.78531694,0.61909395
-0.4809887,0.8767268
-0.9988484,0.047978245
-0.44619802,-0.89493424
0.92880964,-0.37055728
0.9670459,-0.254602
0.13485095,0.9908659
-0.9612617,-0.2756373
-0.23344545,-0.9723699
0.7771461,-0.6293202
0.90996134,-0.41469306
-0.10018802,0.99496853
-0.9713421,0.23768587
0.8870109,-0.46174857
0.98768836,-0.15643436
-0.9550199,0.2965417
0.92554057,-0.3786484
0.9999619,-0.008726311
0.8480481,0.52991927
0.83867055,0.54463905
0.8012538,0.5983246
-0.11320321,0.9935719
-0.8526402,0.5224985
-0.99991435,-0.013089608
-0.7372774,-0.67559016
0.94969904,-0.31316397
-0.60529405,0.796002
-0.9670459,-0.25460202
-0.96004987,-0.27982894
0.88498753,-0.46561468
-0.85716736,-0.51503795
0.79068947,-0.61221737
-0.99965733,0.026176952
-0.9972502,-0.0741084
0.7460572,-0.6658818
0.8681988,-0.49621648
0.5037739,0.8638355
-0.8616292,0.5075384
-0.97904545,-0.20364186
-0.9647873,-0.2630312
-0.8338858,-0.5519371
0.19080888,-0.9816272
0.37864858,-0.9255405
0.6626202,-0.7489556
0.79068947,-0.61221737
0.45009848,0.8929789
-0.55919284,0.8290376
-0.992005,0.12619889
-0.691513,-0.722364
0.6156615,-0.7880107
0.12619892,0.99200493
-0.1865241,0.98245037
